level,kanji_final,kanji_ai,hiragana_katakana,romaji_final,english_ai,pos,example_jp,example_en,usage_note
N4,孫,,まご,mago,grandchild,noun (名詞),おじいさんは孫が何人もいる。,My grandfather has many grandkids.,
N4,二世,,にせい,nisei,"second generation American), ",noun (名詞),彼は二世の日本人だ。,He is a second-generation Japanese-American.,
N4,寿命,,じゅみょう,jumyō,lifespan,noun (名詞),彼の寿命は100年と言われている。,His lifespan is said to be 100 years.,
N4,社会,,しゃかい,shakai,society,noun (名詞),彼は社会のために活動している。,He is active for the sake of society.,
N4,ニュース,,ニュース,nyūsu,news,noun (名詞),テレビニュースを見た。,I watched TV news.,
N4,に,に,～きょうみがある（～に興味がある）,ni o kimau,to be interested in ~,"verb, particle",~にきもがある。,She is interested in that.,Indicates a person's interest or enthusiasm for something.
N4,世界,世界,せかい,sekai,world,noun,~のちょうかいが大きい。,The world is vast.,"General term referring to the entire Earth, its people, or a specific region."
N4,国,国,くに,kuni,country,noun,~は海洋大国です。,That country is an oceanic nation.,"A sovereign state with defined territory, population, and government."
N4,を,を,～しる（～を知る）,wo shiru,to know / find out,"verb, particle",~をしることができました。,I was able to find out.,Indicates obtaining information or becoming aware of something.
N4,が,が,～おこる（～が起こる）,ga okoru,to happen / occur,"verb, particle",~が起こったことを知っています。,I know it happened.,Indicates an event or occurrence taking place.
N4,事件,事件,じけん,jiken,incident / case,noun,~を調査します。,We are investigating the incident.,"A specific event, situation, or circumstance that requires attention or action."
N4,が,が,～ある（～がある）,ga aru,to happen / there is (an accident),"verb, particle",~があることが多い。,Accidents often happen.,Indicates an unexpected event or occurrence.
N4,が,が,～なくなる（～がなくなる）,ga naku naru,to pass away / to be lost,"verb, particle",~がなくなることが多い。,Things often get lost.,Indicates a loss or disappearance of something.
N4,消える,消える,きえる,kieru,to disappear / go out,"verb, particle","~することができない。
~は消えました。","I couldn't do it.
The fire went out.",Indicates something becoming invisible or no longer being visible.
N4,助ける,助ける,たすける,tasukeru,to help / rescue,"verb, particle",~することを覚えておく。,Remember to help.,Indicates providing assistance or support in a time of need.
N4,を,,～つたえる（～を伝える）,~tsutaeru (~ wo tsugeru),to convey / report,verb,ニュースを～してくれた。,They conveyed the news to me.,
N4,記事,,きじ,kiji,article,noun,この新聞の記事が面白い。,This newspaper article is interesting.,
N4,環境,,かんきょう,kankyō,environment,noun,自然の環境を守ることが大切だ。,It is important to protect the natural environment.,
N4,を,,～まもる（～を守る）,~mamoru (~ wo mamoru),to protect,verb,この森を～してください。,Please protect this forest.,
N4,が,,～のこる（～が残る）,~no koreru (~ ga nokoru),to remain,verb,~が残って、困る。,It remains a problem.,
N4,緑,,みどり,midori,greenery / green,noun,~がたくさんある公園は、人も多い。,The park with lots of greenery is also very crowded.,
N4,が,,～へる（～が減る）,~heteru (~ ga oseru),to decrease,verb,この季節には雨がたくさん降り、水位が～む。,The water level decreased a lot due to the heavy rain this season.,
N4,を,,～へらす（～を減らす）,~herasu (~ wo oseru),to reduce / decrease (something),verb,~しすぎるのをやめろ。,Don't overdo it.,
N4,が,,～ふえる（～が増える）,~fueru (~ ga kaeru),to increase,verb,~むと困る。,It will become a problem if it increases.,
N4,を,,～ふやす（～を増やす）,~fuyasu (~ wo kaeru),to increase (something),verb,~しすぎると反対されますよ。,"If you do it too much, people will be against it.",
N4,ごみ,,ごみ,gomi,trash / garbage,noun,ごみを倒した,The trash was overturned,
N4,を,,～ひろう（～を拾う）,~hirou,to pick up,verb,風鈴を拾うことができた,I was able to pick up the wind chime,
N4,を,,～すてる（～を捨てる）,~suteru,to throw away,verb,不要なものを捨てる,Dispose of unwanted items,
N4,リサイクル［する］,,リサイクル［する］,recyuraru [suru],recycling / to recycle,noun/verb,リサイクルできるようにする,Make it possible for recycling,
N4,を,,～あつめる（～を集める）,~atsu meru,to collect,verb,葉を集める,Collect leaves,
N4,が,ga,～あつまる（～が集まる）,~atsumaru,to gather,verb,人々が集まる,People gather,
N4,もったいない,,もったいない,mottai nai,"wasteful / ""what a waste""",adjective/adverb,無駄なことをしないようにする,Avoid doing useless things,
N4,を,,～つかう（～を使う）,~tsuka u,to use,verb,本を読む,Read a book,
N4,無駄［な］,,むだ［な］,mu da [na],wasteful / useless,adjective,無駄なことはしない,Don't do something useless,
N4,を,,～うえる（～を植える）,~ueru,to plant,verb,花を植える,Plant a flower,
N4,天然,天然,てんねん,tennen,"natural (as in ""natural resources"" or ""natural beauty"")",adjective,自然の美しさは、人類の幸福を高める。,The natural beauty of nature elevates human happiness.,
N4,地震,地震,じしん,jishin,earthquake,noun,地震により建物が倒壊した。,The building collapsed due to the earthquake.,
N4,洪水,洪水,こうずい,kōzui,flood,noun,今年の夏、洪水で多くの家が損害を受けた。,Many houses were damaged by the flood this summer.,
N4,火事,火事,かじ,kaji,fire / blaze,noun,火事で、店が焼け落ちた。,The store burned down due to the fire.,
N4,大事,大事,だいじ,daiji,important / serious (often used for serious news),adjective,このニュースは、大事です。,This news is serious.,Used to emphasize the importance or seriousness of a situation.
N4,逮捕［する］,逮捕,たいほ［する］,taihō [suru],arrest / to arrest,verb,警察は、犯罪者を逮捕した。,The police arrested the criminal.,
N4,犯罪,犯罪,はんざい,hanzai,crime,noun,犯罪者は、刑務所に送られた。,The criminal was sent to prison.,
N4,地球温暖化,地球温暖化,ちきゅうおんだんか,chikyū ondankai,global warming,noun,地球温暖化により、気候が変わりそうだ。,The global warming may change the climate.,
N4,汚染,汚染,おせん,osen,pollution,noun,都市の空気は、汚染がひどい。,The air in the city is heavily polluted.,
N4,海洋ごみ,,かいようごみ,kaiyōgomi,ocean plastic/trash,noun,海洋ごみが増えて、海岸の環境に悪影響を及ぼしている。,The ocean trash is increasing and affecting the coastal environment.,
N4,保護［する］,保護［する］,ほご［する］,hogo [suru],protection / to protect (often used for wildlife),"verb, noun",動物を保護する会を立ち上げました。,We started an organization to protect animals.,
N4,太陽光,太陽光,たいようこう,taiyō kō,sunlight / solar power,"noun, noun phrase",家の屋根には太陽光を集めるパネルが付いています。,Our house has panels on the roof that collect sunlight.,
N4,エコ,,エコ,Eko,"friendly, environmentally friendly (often used for products or businesses)",adjective,エコな生活を心がけています。,We try to live an eco-friendly life.,
N4,ボランティア,,ボランティア,Borantia,"volunteer, volunteer work (often used for activities like helping at events or in community service)","noun, noun phrase",ボランティア活動に参加したいと思っています。,I want to participate in a volunteer activity.,
N4,寄付［する］,寄付［する］,きふ［する］,kifu [suru],donation / to donate,"verb, noun",ボランティア活動では寄付金が必要です。,Volunteer activities require donations.,
N4,選挙,選挙,せんきょ,senkyō,election,"noun, noun phrase",次の月には市議会選挙があります。,There is an election for the city council next month.,
N4,平和,平和,へいわ,heiwa,"peace, peaceful","noun, adjective",世界中で平和を願っています。,We wish for peace all over the world.,
N4,地域,地域,ちいき,chiiki,region / local community,"noun, noun phrase",地域で行われるイベントは多いです。,There are many events held in the region.,
N4,技術,技術,ぎじゅつ,gijutsu,technology / skill,"noun, noun phrase",新しい技術を習得することが大切です。,Acquiring new skills is very important.,
N4,が,,～すすむ（～が進む）,～susumu (～ga susumu),to advance / progress,"adverb, verb phrase",研究は進行中です。,The research is making progress.,
N4,便利［な］,,べんり［な］,benri[nan],convenient,adjective,この便利なアプリは、生活をより楽にするぞ。,This convenient app makes life easier.,
N4,パソコン,,パソコン,pasokon,personal computer / laptop,noun,このパソコンは、最新のソフトウェアで充実した機能を搭載しています。,This personal computer is equipped with the latest software and rich features.,
N4,インターネット,,インターネット,intānnetto,internet,noun,インターネットは、世界中の情報にアクセスできる便利なツールです。,The internet is a useful tool to access information from around the world.,
N4,が,,～つながる（～がつながる）,tsunagaru[gatsunagu],to be connected,verb,この会社は、東京と横浜でネットワークがつながっています。,This company has a network that connects Tokyo and Yokohama.,
N4,サイト,,サイト,saito,website / site,noun,このサイトは、毎日多くの人を訪れる人気のウェブサイトです。,This website is a popular web site visited by many people every day.,
N4,を,,～みる（～を見る）,miru[meru],to see / look at,verb,この映画は、すばらしいものです。きっと楽しむことができます。,This movie is great. I'm sure you'll enjoy it.,
N4,を,,～さがす（～を探す）,sagasu[sagu],to search for / look for,verb,この店は、品物をすべて売ってもうすぐ閉まっているので、来週までに買うようにしてください。,"This shop is going to close soon, so please buy it by next week.",
N4,オンライン,,オンライン,onrain,online,adverb,このオンラインショッピングは、24時間いつでも購入ができます。,This online shopping allows you to purchase at any time.,
N4,メール,,メール,mēru,email,noun,今度は、このメールの返信をしてください。,Please respond to this email.,
N4,を,,～おくる（～を送る）,okuru[o-kuru],to send,verb,このパッケージは、日本から直送で送られます。,This package is sent directly from Japan.,
N4,を,~るはおれす,～うけとる（～を受け取る）,~uke toru (~ wo uketoru),to receive,verb,・ガモカとはをおれす,They received the package.,
N4,に,~のしさ、取成 (~ ni henshin ~ni taihen),～へんしん［する］（～に返信［する］）,~hen shin [suru] (~ ni hen shin [suru]),reply / to reply (to),verb,・ガモカとんしさ、取成がれべにをはつい,They replied to my letter.,Formal
